"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"CFFM5GRH","webpage","2020","Unsplash","Photo by Jared Lisack on Unsplash","","","","","https://unsplash.com/photos/oIWck58PupA","Download this photo by Jared Lisack on Unsplash","2020-06-17","2025-09-19 08:13:16","2025-09-19 08:13:16","2025-09-19 08:13:16","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\SJB2TAF2\oIWck58PupA.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WIUD3WAW","webpage","2018","Unsplash","Photo by Marita Kavelashvili on Unsplash","","","","","https://unsplash.com/photos/aerial-photo-of-green-trees-ugnrXk1129g","This photo was taken in the high mountains of Adjara, Georgia, while I was doing my project there. It was summer, but the temperature didn’t feel like it. I spent most of my days standing in front of this amazing view, thinking about the life that was waiting for me back in capital. Suddenly, I  had a very strong desire to talk with the fog. Loudly. Thought it had many stories to tell too. – Download this photo by Marita Kavelashvili on Unsplash","2018-11-15","2025-10-20 08:58:09","2025-10-20 08:58:09","2025-10-20 08:58:09","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\FYZDFRC3\aerial-photo-of-green-trees-ugnrXk1129g.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5XZSQLPH","webpage","2024","Unsplash","Photo by Gantavya Bhatt on Unsplash","","","","","https://unsplash.com/photos/a-mountain-range-with-a-lake-in-the-foreground-oXUClTxxVFQ","Sunset over Bearhat mountain, Glacier National Park – Download this photo by Gantavya Bhatt on Unsplash","2024-09-05","2025-10-20 08:06:25","2025-10-20 08:06:25","2025-10-20 08:06:25","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\3LSNFEYB\a-mountain-range-with-a-lake-in-the-foreground-oXUClTxxVFQ.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFHMTCLR","webpage","2022","Unsplash","Photo by Thibault Mokuenko on Unsplash","","","","","https://unsplash.com/photos/a-couple-of-people-riding-surfboards-on-top-of-a-body-of-water-q5Fbak7zFUE","Download this photo by Thibault Mokuenko on Unsplash","2022-12-10","2025-10-27 17:42:51","2025-10-27 17:42:51","2025-10-27 17:42:51","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6VYXES3A","webpage","2019","Unsplash","Photo by boris misevic on Unsplash","","","","","https://unsplash.com/photos/mountain-covered-by-snow-under-cumulus-clouds-LNbAjY9gWxI","Download this photo by boris misevic on Unsplash","2019-01-03","2025-12-23 14:03:14","2025-12-23 14:03:14","2025-12-23 14:03:14","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZD82WDGR","webpage","2024","Unsplash","Photo by Vitor Rossetto on Unsplash","","","","","https://unsplash.com/photos/the-sun-is-setting-on-the-beach-near-the-water-e8kDyZKECNM","Download this photo by Vitor Rossetto on Unsplash","2024-02-28","2025-12-23 11:03:13","2025-12-23 11:03:13","2025-12-23 11:03:13","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\SIVGEW2U\the-sun-is-setting-on-the-beach-near-the-water-e8kDyZKECNM.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WZ975WVF","webpage","2020","Unsplash","Photo by Daniele Franchi on Unsplash","","","","","https://unsplash.com/photos/brown-and-black-mountains-under-white-sky-during-daytime-YGzfNkUl9gM","Gran Sasso d'Italia (view from Cima della Laghetta), Italy 16 – Download this photo by Daniele Franchi on Unsplash","2020-07-15","2025-12-23 11:00:16","2025-12-23 11:00:16","2025-12-23 11:00:16","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2MBDUKDA","webpage","2023","Unsplash","Photo by Marek Piwnicki on Unsplash","","","","","https://unsplash.com/photos/a-group-of-mountains-in-the-distance-with-a-sky-background-5MVnLlI3Flg","""Monuments"" – Download this photo by Marek Piwnicki on Unsplash","2023-07-24","2025-12-23 09:31:07","2025-12-23 09:31:07","2025-12-23 09:31:07","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\Z9M48JC9\a-group-of-mountains-in-the-distance-with-a-sky-background-5MVnLlI3Flg.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2PQC8DS6","webpage","2018","Unsplash","Photo by Katie Drazdauskaite on Unsplash","","","","","https://unsplash.com/photos/birds-eye-view-photography-of-ocean-IyAmVX9y8Iw","IG: @katiedrazz – Download this photo by Katie Drazdauskaite on Unsplash","2018-11-13","2025-12-16 09:08:54","2025-12-16 09:08:54","2025-12-16 09:08:54","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\LTYKWLZC\birds-eye-view-photography-of-ocean-IyAmVX9y8Iw.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5YVRHREA","webpage","2020","Unsplash","Photo by Mary Ray on Unsplash","","","","","https://unsplash.com/photos/body-of-water-near-mountain-under-blue-sky-during-daytime-DKI4V6i4npI","https://www.instagram.com/mary_ray_foto/ – Download this photo by Mary Ray on Unsplash","2020-09-26","2025-12-02 08:44:22","2025-12-02 08:44:22","2025-12-02 08:44:22","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\WW98W3XT\body-of-water-near-mountain-under-blue-sky-during-daytime-DKI4V6i4npI.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LX3ZLKYR","webpage","2024","Unsplash","Photo by Kevin Wang on Unsplash","","","","","https://unsplash.com/photos/a-view-of-the-grand-canyon-from-a-plane-EuTlfLqYWp8","Download this photo by Kevin Wang on Unsplash","2024-09-27","2025-11-28 09:08:54","2025-11-28 09:08:54","2025-11-28 09:08:54","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\MWNDCQS5\a-view-of-the-grand-canyon-from-a-plane-EuTlfLqYWp8.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YARD4YSJ","webpage","2024","Unsplash","Photo by Kevin Wang on Unsplash","","","","","https://unsplash.com/photos/a-view-of-the-grand-canyon-from-a-plane-EuTlfLqYWp8","Download this photo by Kevin Wang on Unsplash","2024-09-27","2025-11-28 09:08:44","2025-11-28 09:08:44","2025-11-28 09:08:44","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5BQA8IKB","webpage","2023","Unsplash","Photo by Marek Piwnicki on Unsplash","","","","","https://unsplash.com/photos/a-mountain-covered-in-snow-with-a-sky-background-EH99tDlejzo","""Red Mountain Majesty"" – Download this photo by Marek Piwnicki on Unsplash","2023-04-09","2025-11-25 16:59:42","2025-11-25 16:59:42","2025-11-25 16:59:42","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\RKH75Z8A\a-mountain-covered-in-snow-with-a-sky-background-EH99tDlejzo.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FCEC7TQR","webpage","2018","Unsplash","Photo by Colin Watts on Unsplash","","","","","https://unsplash.com/photos/green-mountains-under-blue-sky-during-daytime-lj346iue1xQ","Clouds spill over the ridge between two large mountain ranges on the island of Madeira. This is one of 300 images used to create a time-lapse sequence which you can find at https://imagefactory.co/madeira-timelapse/ The images are taken with the fantastic Sony Alpha 7 R ll then processed to bring out the cloudscape and converted into JPEGs for processing into a video using the Panolapse package. – Download this photo by Colin Watts on Unsplash","2018-11-07","2025-11-20 10:12:32","2025-11-20 10:12:32","2025-11-20 10:12:32","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZR6FNIG","webpage","2022","Unsplash","Photo by Milo Rossi on Unsplash","","","","","https://unsplash.com/photos/a-large-rocky-cliff-with-a-lake-below-mI_DXF1KkQ8","Gorgeous sunset in Khlan valley resting neaby a cold fresh spring  – Download this photo by Milo Rossi on Unsplash","2022-08-03","2025-11-17 15:01:28","2025-11-17 15:01:28","2025-11-17 15:01:28","","","","","","","","","","","","","","en-US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQ6JYFCI","webpage","2024","Unsplash","Photo by omid armin on Unsplash","","","","","https://unsplash.com/photos/the-sun-is-setting-over-a-mountain-range-z41cKEDOlxc","Download this photo by omid armin on Unsplash","2024-07-24","2025-11-03 10:29:21","2025-11-03 10:29:21","2025-11-03 10:29:21","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\rapha\Zotero\storage\ZSK9ZZJ4\the-sun-is-setting-over-a-mountain-range-z41cKEDOlxc.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
